MG004534,2016-06-28,USA,AZ,Maricopa,USA,Culex quinquefasciatus,Mosquitoes-Culex,1a,WN02,MG004534,Northern Arizona University School of Informatics Computing and Cyber Systems,NS_NA_NCBI,Hepp et al,33.0581063,-112.0476423
MG004533,2014-06-03,USA,AZ,Maricopa,USA,Culex quinquefasciatus,Mosquitoes-Culex,1a,SW03,MG004533,Northern Arizona University School of Informatics Computing and Cyber Systems,NS_NA_NCBI,Hepp et al,33.0581063,-112.0476423
MG004532,2015-08-05,USA,AZ,Maricopa,USA,Culex quinquefasciatus,Mosquitoes-Culex,1a,WN02,MG004532,Northern Arizona University School of Informatics Computing and Cyber Systems,NS_NA_NCBI,Hepp et al,33.0581063,-112.0476423
MG004531,2016-05-11,USA,AZ,Maricopa,USA,Culex tarsalis,Mosquitoes-Culex,1a,WN02,MG004531,Northern Arizona University School of Informatics Computing and Cyber Systems,NS_NA_NCBI,Hepp et al,33.0581063,-112.0476423
MG004530,2016-10-20,USA,AZ,Maricopa,USA,Culex tarsalis,Mosquitoes-Culex,1a,WN02,MG004530,Northern Arizona University School of Informatics Computing and Cyber Systems,NS_NA_NCBI,Hepp et al,33.0581063,-112.0476423
MG004529,2014-06-26,USA,AZ,Maricopa,USA,Culex quinquefasciatus,Mosquitoes-Culex,1a,WN02,MG004529,Northern Arizona University School of Informatics Computing and Cyber Systems,NS_NA_NCBI,Hepp et al,33.0581063,-112.0476423
MG004528,2015-06-09,USA,AZ,Maricopa,USA,Culex tarsalis,Mosquitoes-Culex,1a,WN02,MG004528,Northern Arizona University School of Informatics Computing and Cyber Systems,NS_NA_NCBI,Hepp et al,33.0581063,-112.0476423
KT862844,2011-08-29,USA,TX,TX,USA,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KT862844,University of Texas Medical Branch Pathology,NS_NA_NCBI,Mann et al,31.8160381,-99.5120985
KT862843,2010-09-08,USA,TX,TX,USA,Cyanocitta cristata,Birds-Perching Birds,1a,WN02,KT862843,University of Texas Medical Branch Pathology,NS_NA_NCBI,Mann et al,31.8160381,-99.5120985
KX547621,2004-09-29,USA,NY,Nassau,NY,Cyanocitta cristata,Birds-Perching Birds,1a,WN02,KX547621,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.6546,-73.5594
KX547620,2002-08-29,USA,NY,Jefferson,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547620,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,44.0607,-75.9928
KX547619,2002-08-15,USA,NY,Onondaga,NY,Culiseta,Mosquitoes-Culiseta,1a,WN02,KX547619,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.0268,-76.1784
KX547618,2003-09-25,USA,NY,Ulster,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547618,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.8586,-74.3118
KX547617,2003-08-26,USA,NY,Orange,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547617,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.3912,-74.3118
KX547616,2007-09-20,USA,NYC,Brooklyn,NYC,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547616,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.650002,-73.949997
KX547615,2006-07-26,USA,NY,Suffolk,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547615,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.9849,-72.6151
KX547614,2005-07-06,USA,NY,Erie,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547614,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.7582309,-78.77963378
KX547613,2003-08-27,USA,NY,Suffolk,NY,Culiseta,Mosquitoes-Culiseta,1a,WN02,KX547613,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.9849,-72.6151
KX547612,2012-08-21,USA,NY,Suffolk,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547612,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.9849,-72.6151
KX547611,2009-08-27,USA,NY,Columbia,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547611,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.25008,-73.63185
KX547610,2004-08-10,USA,NY,Monroe,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547610,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.3307,-74.1868
KX547609,2003-09-25,USA,NY,Albany,NY,Sciurus carolinensis,Mammals-Rodents,1a,WN02,KX547609,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.65258,-73.756233
KX547608,2009-08-25,USA,NY,Erie,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547608,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.7582309,-78.77963378
KX547607,2006-08-28,USA,NY,Erie,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547607,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.7582309,-78.77963378
KX547606,2008-08-01,USA,NY,Rockland,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547606,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.1489,-73.983
KX547605,2004-07-11,USA,NY,Lewis,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547605,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.78469,-75.44879
KX547604,2013-08-28,USA,NY,Erie,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547604,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.7582309,-78.77963378
KX547603,2002-09-20,USA,NY,Saratoga,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547603,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.0324,-73.936
KX547602,2000-09-01,USA,NY,Westchester,NY,Culex,Mosquitoes-Culex,1a,NY99,KX547602,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.1508,-73.7543
KX547601,2010-08-09,USA,NY,Nassau,NY,Aedes sp.,Mosquitoes-Aedes,1a,WN02,KX547601,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.6546,-73.5594
KX547600,2010-09-13,USA,NY,Rensselaer,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547600,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.644516,-73.747253
KX547599,2005-09-29,USA,NY,Westchester,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547599,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.1508,-73.7543
KX547598,2009-09-03,USA,NY,Dutchess,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547598,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.76515,-73.74286
KX547597,2004-09-14,USA,NYC,Staten Island,NYC,Cyanocitta cristata,Birds-Perching Birds,1a,WN02,KX547597,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.579021,-74.151535
KX547596,2005-08-11,USA,NY,Suffolk,NY,Quiscalus quiscula,Birds-Perching Birds,1a,WN02,KX547596,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.9849,-72.6151
KX547595,2007-08-23,USA,NY,Dutchess,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547595,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.76515,-73.74286
KX547594,2013-07-31,USA,NY,Westchester,NY,Aedes sp.,Mosquitoes-Aedes,1a,WN02,KX547594,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.1508,-73.7543
KX547593,2003-09-28,USA,NY,Washington,NY,Cyanocitta cristata,Birds-Perching Birds,1a,WN02,KX547593,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.2519,-73.3709
KX547592,2003-08-22,USA,NY,Albany,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547592,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.65258,-73.756233
KX547591,2004-09-02,USA,NY,Rockland,NY,Cyanocitta cristata,Birds-Perching Birds,1a,WN02,KX547591,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.1489,-73.983
KX547590,2004-09-09,USA,NYC,Queens,NYC,Haemorhous mexicanus,Birds-Perching Birds,1a,WN02,KX547590,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.742054,-73.769417
KX547589,2007-08-24,USA,NYC,Queens,NYC,Cyanocitta cristata,Birds-Perching Birds,1a,WN02,KX547589,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.742054,-73.769417
KX547588,2004-08-27,USA,NYC,Brooklyn,NYC,Turdus migratorius,Birds-Perching Birds,1a,WN02,KX547588,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.650002,-73.949997
KX547587,2006-08-03,USA,NY,Suffolk,NY,Turdus migratorius,Birds-Perching Birds,1a,WN02,KX547587,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.9849,-72.6151
KX547586,2002-09-19,USA,NY,Dutchess,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547586,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.76515,-73.74286
KX547585,2009-09-02,USA,NY,Albany,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,SW03,KX547585,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.65258,-73.756233
KX547584,2002-09-06,USA,NY,Chemung,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,NY99,KX547584,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.14118823,-76.76001028
KX547583,2004-06-04,USA,NY,Suffolk,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547583,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.9849,-72.6151
KX547582,2010-07-02,USA,NY,Rockland,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547582,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.1489,-73.983
KX547581,2003-07-29,USA,NY,Putnam,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547581,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.4351,-73.7949
KX547580,2008-08-13,USA,NY,Niagara,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547580,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.3119,-78.7476
KX547579,2012-07-20,USA,NY,Nassau,NY,Aedes sp.,Mosquitoes-Aedes,1a,WN02,KX547579,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.6546,-73.5594
KX547578,2005-10-18,USA,NYC,Queens,NYC,Cyanocitta cristata,Birds-Perching Birds,1a,WN02,KX547578,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.742054,-73.769417
KX547577,2004-07-14,USA,NY,Herkimer,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547577,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.029682,-75.002541
KX547576,2011-10-07,USA,NY,Onondaga,NY,Culiseta,Mosquitoes-Culiseta,1a,WN02,KX547576,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.0268,-76.1784
KX547575,2012-06-20,USA,NY,Suffolk,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547575,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.9849,-72.6151
KX547574,2012-07-10,USA,NY,Suffolk,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547574,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.9849,-72.6151
KX547573,2003-08-04,USA,NY,Niagara,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547573,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.3119,-78.7476
KX547572,2010-07-06,USA,NY,Nassau,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547572,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.6546,-73.5594
KX547571,2005-09-13,USA,NY,Rockland,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547571,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.1489,-73.983
KX547570,2005-09-02,USA,NY,Rockland,NY,Cyanocitta cristata,Birds-Perching Birds,1a,WN02,KX547570,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.1489,-73.983
KX547569,2006-08-09,USA,NY,Chautauqua,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547569,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.209869,-79.470428
KX547568,2010-08-20,USA,NY,Albany,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547568,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.65258,-73.756233
KX547567,2006-08-26,USA,NY,Cortland,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547567,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.604729,-76.18737
KX547566,2002-07-24,USA,NY,Onondaga,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547566,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.0268,-76.1784
KX547565,2013-09-24,USA,NY,Onondaga,NY,Culiseta,Mosquitoes-Culiseta,1a,WN02,KX547565,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.0268,-76.1784
KX547564,2002-08-19,USA,NY,Suffolk,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,NY99,KX547564,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.9849,-72.6151
KX547563,2006-08-09,USA,NY,Westchester,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547563,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.1508,-73.7543
KX547562,2010-07-27,USA,NY,Erie,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547562,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.7582309,-78.77963378
KX547561,2009-09-01,USA,NY,Suffolk,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547561,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.9849,-72.6151
KX547560,2005-09-17,USA,NY,Suffolk,NY,Spinus tristis,Birds-Perching Birds,1a,WN02,KX547560,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.9849,-72.6151
KX547559,2012-09-11,USA,NY,Nassau,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547559,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.6546,-73.5594
KX547558,2008-09-04,USA,NY,Nassau,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547558,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.6546,-73.5594
KX547557,2009-09-22,USA,NY,Suffolk,NY,Cyanocitta cristata,Birds-Perching Birds,1a,WN02,KX547557,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.9849,-72.6151
KX547556,2012-09-06,USA,NY,Oswego,NY,Culiseta,Mosquitoes-Culiseta,1a,WN02,KX547556,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.455345,-76.510498
KX547555,2012-07-17,USA,NY,Orange,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547555,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.3912,-74.3118
KX547554,2002-09-12,USA,NYC,Bronx,NYC,Turdus migratorius,Birds-Perching Birds,1a,NY99,KX547554,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.837048,-73.865433
KX547553,2006-09-16,USA,NY,Jefferson,NY,Cyanocitta cristata,Birds-Perching Birds,1a,WN02,KX547553,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,44.0607,-75.9928
KX547552,2010-09-16,USA,NYC,Brooklyn,NYC,Cyanocitta cristata,Birds-Perching Birds,1a,SW03,KX547552,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.650002,-73.949997
KX547551,2013-10-03,USA,NY,Onondaga,NY,Culiseta,Mosquitoes-Culiseta,1a,WN02,KX547551,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.0268,-76.1784
KX547550,2003-09-04,USA,NY,Onondaga,NY,Culiseta,Mosquitoes-Culiseta,1a,WN02,KX547550,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.0268,-76.1784
KX547549,2003-10-02,USA,NY,Cortland,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547549,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.604729,-76.18737
KX547548,2014-09-02,USA,NY,Oswego,NY,Culiseta,Mosquitoes-Culiseta,1a,WN02,KX547548,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.455345,-76.510498
KX547547,2012-08-23,USA,NY,Oswego,NY,Culiseta,Mosquitoes-Culiseta,1a,WN02,KX547547,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.455345,-76.510498
KX547546,2006-09-19,USA,NY,Otsego,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547546,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.63376,-75.03261
KX547545,2007-09-28,USA,NY,Monroe,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547545,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.3307,-74.1868
KX547544,2009-08-26,USA,NY,Onondaga,NY,Accipiter striatus,Birds-Hawks and Eagles,1a,SW03,KX547544,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.0268,-76.1784
KX547543,2007-09-05,USA,NY,Westchester,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547543,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.1508,-73.7543
KX547542,2004-06-07,USA,NY,Erie,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547542,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.7582309,-78.77963378
KX547541,2009-08-28,USA,NY,Nassau,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547541,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.6546,-73.5594
KX547540,2012-09-27,USA,NY,Onondaga,NY,Culiseta,Mosquitoes-Culiseta,1a,WN02,KX547540,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.0268,-76.1784
KX547539,2007-08-22,USA,NY,Tompkins,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,SW03,KX547539,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.4576,-76.5488
KX547538,2001-08-15,USA,NY,Nassau,NY,Culex,Mosquitoes-Culex,1a,NY99,KX547538,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.6546,-73.5594
KX547537,2011-09-27,USA,NY,Suffolk,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547537,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.9849,-72.6151
KX547536,2004-06-01,USA,NY,Chautauqua,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547536,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.209869,-79.470428
KX547535,2007-09-06,USA,NY,Schenectady,NY,Cyanocitta cristata,Birds-Perching Birds,1a,WN02,KX547535,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.813297,-73.941177
KX547534,2004-09-29,USA,NY,Erie,NY,Cyanocitta cristata,Birds-Perching Birds,1a,SW03,KX547534,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.7582309,-78.77963378
KX547533,2004-05-20,USA,NY,Cattaraugus,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547533,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.24859584,-78.67881296
KX547532,2005-08-01,USA,NY,Suffolk,NY,Cyanocitta cristata,Birds-Perching Birds,1a,WN02,KX547532,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.9849,-72.6151
KX547531,2003-08-13,USA,NY,Erie,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547531,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.7582309,-78.77963378
KX547530,2005-09-30,USA,NY,Dutchess,NY,Passer domesticus,Birds-Perching Birds,1a,WN02,KX547530,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.76515,-73.74286
KX547529,2011-08-24,USA,NY,Onondaga,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547529,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.0268,-76.1784
KX547528,2007-08-24,USA,NYC,Queens,NYC,Cyanocitta cristata,Birds-Perching Birds,1a,SW03,KX547528,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.742054,-73.769417
KX547527,2002-10-03,USA,NY,Schenectady,NY,Equus caballus,Mammals-Horse,1a,WN02,KX547527,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.813297,-73.941177
KX547526,2003-09-05,USA,NY,Nassau,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547526,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.6546,-73.5594
KX547525,2002-09-02,USA,NY,Montgomery,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547525,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.5276,-74.2368
KX547524,2013-08-21,USA,NY,Westchester,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547524,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.1508,-73.7543
KX547523,2005-07-16,USA,NY,Albany,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547523,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.65258,-73.756233
KX547522,2009-08-10,USA,NY,Nassau,NY,Corvus ossifragus,Birds-Perching Birds,1a,WN02,KX547522,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.6546,-73.5594
KX547521,2005-08-18,USA,NY,Schuyler,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547521,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.3796,-76.8721
KX547520,2012-09-11,USA,NY,Westchester,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547520,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.1508,-73.7543
KX547519,2000-09-01,USA,NY,Westchester,NY,Culex,Mosquitoes-Culex,1a,NY99,KX547519,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.1508,-73.7543
KX547518,2009-08-31,USA,NY,Columbia,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547518,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.25008,-73.63185
KX547517,2009-09-04,USA,NY,Ulster,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547517,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.8586,-74.3118
KX547516,2007-08-22,USA,NY,Tompkins,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547516,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.4576,-76.5488
KX547515,2009-09-02,USA,NY,Schenectady,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547515,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.813297,-73.941177
KX547514,2013-09-12,USA,NY,Oswego,NY,Culiseta,Mosquitoes-Culiseta,1a,WN02,KX547514,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.455345,-76.510498
KX547513,2005-09-14,USA,NY,Suffolk,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547513,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.9849,-72.6151
KX547512,2005-08-22,USA,NY,Chautauqua,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547512,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.209869,-79.470428
KX547511,2006-08-21,USA,NY,Erie,NY,Accipiter gentilis,Birds-Hawks and Eagles,1a,WN02,KX547511,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.7582309,-78.77963378
KX547510,2007-09-14,USA,NY,Nassau,NY,Culex,Mosquitoes-Culex,1a,SW03,KX547510,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.6546,-73.5594
KX547509,2002-08-13,USA,NY,Westchester,NY,Culex,Mosquitoes-Culex,1a,NY99,KX547509,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.1508,-73.7543
KX547508,2005-09-05,USA,NY,Lewis,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547508,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.78469,-75.44879
KX547507,2011-08-11,USA,NY,Onondaga,NY,Coquillettidia,Mosquitoes-Coquillettidia,1a,WN02,KX547507,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.0268,-76.1784
KX547506,2002-08-21,USA,NY,Lewis,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547506,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.78469,-75.44879
KX547505,2002-09-26,USA,NY,Warren,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547505,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.6079,-73.7478
KX547504,2008-09-19,USA,NY,Rockland,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547504,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.1489,-73.983
KX547503,2002-08-14,USA,NY,Erie,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547503,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.7582309,-78.77963378
KX547502,2006-09-13,USA,NY,Suffolk,NY,Culex,Mosquitoes-Culex,1a,WN02,KX547502,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.9849,-72.6151
KX547501,2004-09-10,USA,NYC,Queens,NYC,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547501,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,40.742054,-73.769417
KX547500,2007-08-23,USA,NY,Dutchess,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547500,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,41.76515,-73.74286
KX547499,2004-07-14,USA,NY,Herkimer,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547499,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,43.029682,-75.002541
KX547498,2009-09-09,USA,NY,Erie,NY,Corvus brachyrhynchos,Birds-Perching Birds,1a,WN02,KX547498,J. Craig Venter Institute,NS_NA_NCBI,Shabman et al,42.7582309,-78.77963378
